,job_name,cust_name,appear_date,job_detail,address_area,salary_min,salary_max,work_exp,major,edu,language,localLanguage,specialty,skill,other
0,電商助理,丞桀股份有限公司,2023/01/31,"1、官網及電商後台操作與管理。
2、平台商品上架及維護。
3、具備商品照修飾、套圖、調色、去背能力。
4、協助出貨。
5、協助銷售/行銷等企劃與執行。
6、追蹤及評核網路行銷及服務的成效。
7、執行主管交辦事項及願意主動協助其他同事。
",彰化縣,28000,30000,1年以上,,專科以上,"中文:聽 /精通、說 /精通、讀 /精通、寫 /精通, 英文:聽 /中等、說 /中等、讀 /中等、寫 /中等",台語:中等,"Excel, Outlook, Word, Illustrator",,"繪圖軟體: Photoshop、CorelDraw、Illustrator 會其中一項即可。
附自傳優先面試！！"
0,行政會計專員,德百通企業有限公司,2023/01/31,"．網購平台帳款核對，發票及折讓單之開立。
．處理廠商貨款或費用等應付款項帳務。
．紀錄各項費用支付之發票、單據及帳務處理，並登錄至會計系統。
．負責會議安排與通知，製作會議記錄並追蹤處理決議事項。
．進銷存商品建檔，訂單回覆、訂單資料異動、退換貨。
．網路訂單輸入、會員商品諮詢、資料異動、退換貨處理。
．記錄顧客來電內容、反應顧客需求至相關部門，報表彙整與呈報。
．報表處理(損益表/利潤表等)。
．接聽電話客服專線、網路購物客服、Line客服回覆。
．熟悉Execl、文書處理作業、電腦操作能力，熟中、英文打字。
．協助主管處理相關作業。 





",彰化縣,28000,32000,1年以上,,專科、大學,,,"Windows 10, Excel, PowerPoint, Word","行政事務處理, 電話接聽與人員接待事項, 文件或資料輸入建檔處理, 會計或審計專業知識, 編製帳務報表, 客戶資料更新維護, 客戶情報蒐集, 客訴案件處理, 文書處理軟體操作, 電子試算表軟體操作","你是位細心、有責任心、願意接受公司培養的新人嗎?本公司目前擴大業務發展需要新夥伴來一起開創事業，如果你具備以上條件，邀請你來投履歷表。
1. 口齒清晰，反應快，能面對各種客訴，買家問題。
2. 細心、耐心、抗壓性高、溝通協調能力佳、情緒管理EQ高。"
0,客服專員,德百通企業有限公司,2023/01/31,"．訂單回覆、訂單資料異動、會員商品諮詢、資料異動、退換貨處理。
．記錄顧客來電內容、反應顧客需求至相關部門，報表彙整與呈報。
．接聽電話客服專線、網路購物客服、Line客服回覆。
．熟悉Execl、文書處理作業、電腦操作能力，熟中、英文打字。
．協助主管處理相關作業。 

",彰化縣,28000,32000,2年以上,,專科、大學,,,Excel,"電話接聽與人員接待事項, 客戶資料更新維護, 客訴案件處理, 產品進銷存統計分析, 產品介紹及解說銷售","你是位細心、有責任心、願意接受公司培養的新人嗎?本公司目前擴大業務發展需要新夥伴來一起開創事業，如果你具備以上條件，邀請你來投履歷表。
1. 口齒清晰，反應快，能面對各種客訴，買家問題。
2. 細心、耐心、抗壓性高、溝通協調能力佳、情緒管理EQ高。"
0,物流助理PT(彰化秀水),大智通文化行銷股份有限公司,2023/01/31,"1.作業品質與效能掌握。 
2.異常狀況處理。 
3.廠區環境管理及維護 
4.主管交辦事項。
",彰化縣,176,176,不拘,,高中、專科、大學,,,"Excel, Outlook, PowerPoint, Word",商品進貨入庫作業,
0,門市導購專員,德百通企業有限公司,2023/01/31,"1.針對顧客需求進行介紹產品和分析，並提供產品購買的建議。
2.負責門市營運管理，POS收銀結帳 。
3.負責客戶關係的建立與維繫。
4.負責門市商品進貨及庫存管理。 
5.負責商品陳列及促銷品換檔工作。 
6.維持店櫃週遭之整潔，維護舒適購物空間。
7.協助網路直播和汽車美容影片拍攝。
8.其他相關店務支援。


",彰化縣,28000,35000,1年以上,,高中、專科、大學,,,,"電話接聽與人員接待事項, 客戶資料更新維護, 業績目標分配與績效達成, 客戶情報蒐集, 櫃檯門市接待與需求服務, 產品介紹及解說銷售","*月休8天+國定假日調休(星期六、日、國定假日不能排休)
*工作時間10：30～18：30
*店務營收獎金
"
0,電商/小編 行銷助理,SONAX_香華股份有限公司,2023/01/30,"德國SONAX汽車護理專家

【工作內容】
1. 官網、蝦皮等電商後台操作、活動提品
2. 活動策略、銷售目標之追蹤與達成
3. 社群小編FB等經營
4. 主管交辦事項

【加分項目】
部門有美工人員，
若本身會製作發文用圖、影、梗 (社群使用) 加分
如PS、手機剪影亦可

底薪(28~31K) 每月另加績效獎金+午餐津貼 (3 ~ 6K)
無需加班，周休二日、見紅休


面試時間 : 早上10點~下午4點 (中午12點~1點休息)",彰化縣,28000,31000,1年以上,,專科、大學,,,,,具相關經驗者
0,電商/美工設計,SONAX_香華股份有限公司,2023/01/30,"德國SONAX汽車美容護理

【工作內容】
1.	電商平台活動檔期素材BN製作
2.	廣告投放素材製作 (GAS、FB.. )
3.	熟悉平面軟體Ps 或 Ai
4.	簡易影片剪輯Pr或手機皆可
5.	平台活動企劃討論、追蹤、團體目標達成
6.	電商後台維護、商品圖文更新、行政業務、主管交辦事項

請附作品集

底薪(30~33K) 每月另加績效獎金+午餐津貼 (3 ~ 6K)
無需加班，周休二日、見紅休


面試時間 : 早上10點~下午4點 (中午12點~1點休息)",彰化縣,30000,33000,1年以上,,專科、大學,,,,,具相關經驗者
0,生產線作業員,阿貝思科技股份有限公司,2023/01/30,"1. 進行製造現場：
　前段作業：前置(零件短腳、成型)、插件、焊修等作業。 
　後段作業：剪腳、燒機、電性測試、清潔等作業。 
2. 填寫線上生產日報表，以檢視與生產目標的距離。 
3. 依當日現場產量需求，配合作業調整，以符合生產及程序標準。
4. 完成主管交辦有關生產產品、程序事宜。
5. 需配合加班，並依法發放加班費、誤餐費。
6. 歡迎多元站點學習者或固定站職能精進者。
7. 經考核通過，依勝任技能調整薪資。
※ 工作環境為冷氣房場所，需穿著抗靜電衣、抗靜電鞋。

歡迎具備以下經驗者：
1. 有電子製造業工作經驗者尤佳。
2. 有烙鐵焊修經驗者尤佳。
3. 有電路維修經驗者尤佳。

※請先投遞履歷，通過初步評估者，會再5天內求職者主動聯繫，不合適者將不另行通知。",彰化縣,26400,27500,2年以上,電機電子工程相關,高中以上,,,,"文件或資料輸入建檔處理, 日常檢查及異常狀況初步研判, 達成產能及出貨目標","1. 須具備細心及耐心。
2. 須出勤穩定。"
0,電商企劃專員,廣源良股份有限公司,2023/01/30,"
1.  經營電商市場(官網/Momo/蝦皮/Friday)，並具開發新電商平台能力
2.  廣告投放、熟SEO操作、GA分析等
3.  能與電商平台PM溝通與經營
4.  網購銷售報表分析及行銷活動優化
5.  具美妝或保養品相關的數位行銷經驗
6.  其他主管交辦事項
7.  有業績獎金
",彰化縣,30000,35000,3年以上,,大學、碩士,,,"Excel, PowerPoint, Word","提案與簡報技巧, 網路活動規劃與執行, 廣告製作規劃與執行, 行銷宣傳預算編製與控管, 廣告預算控管, 公關議題與危機處理, 市場調查企劃與執行, 市場調查資料分析與報告撰寫, 網站流量成效追蹤, 業績目標分配與績效達成","1. 有電商行銷經驗者優先錄用
2. 具備良好的溝通與協調整合能力
3. 個性積極負責，能適應機動性且能獨立作業
4. 請附上作品集或執行過之企劃案
5. 有戶外活動策畫與執行公關之經驗."
0,【大樹藥局】月薪30K起__門市人員-彰化縣秀水鄉,大樹連鎖藥局_大樹醫藥股份有限公司,2023/01/30,"***【 歡迎無經驗具服務熱誠的你！月薪30,000起 】***

富有服務熱忱，熱衷於與顧客交談。
喜歡團隊合作，建立家人般的情感。
願意積極學習，提升自我專業知識。
願意擁抱變化，歡迎挑戰高額獎金。

大樹要的就是您！！

門市顧客服務－學習感動式互動
商品推薦銷售－學習專業式衛教
店務庫存管理－學習系統化作業

大樹的舞台，您值得擁有！！

＊重視您的職涯發展－多元發展的升遷制度
＊與您一起共享成長－開放員工認股計畫
＊在乎您的未來－完整的教育訓練課程
＊看見您的努力－優渥的薪酬獎勵（獎金另計）
＊無需經驗，如有經驗，待遇更優！
＊不限科系，相關證照（美容、門市服務…等），另有加給！
＊挑戰自己，超越自己，相信自己！

大樹準備好了，您準備好了嗎？
與大樹攜手同行，佈局您的美好人生

誠摯的邀請您加入我們的團隊共同成長，迎向幸福，共創未來！！",彰化縣,30000,9999999,不拘,,高中、專科、大學,,,,,"1個性親切、熱誠且願接受挑戰、長期培訓者。
2.具門市、美容、彩妝、銷售等相關經驗尤佳。"
