,job_name,cust_name,appear_date,job_detail,address_area,salary_min,salary_max,work_exp,major,edu,language,localLanguage,specialty,skill,other
0,資訊人員,傑生工業股份有限公司,2023/02/03,"1.網頁設計
2.電商平台設計(網路購物)
3.軟硬體維護
4.SQL程式設計
5.熟悉鼎新系統操作/程式語法
6.自行開發客製報表及相關功能",屏東縣,30000,45000,2年以上,,專科以上,英文:聽 /中等、說 /中等、讀 /中等、寫 /中等,,"HTML, CSS, Outlook, Word, 中文打字20~50, 英文打字50~75","網頁軟體操作, 網頁語法撰寫, 數位攝影技巧","主動積極,細心負青,溝通能力佳"
0,工務維修技術員,永昇冷凍食品工業股份有限公司,2023/01/31,"1.配合生產設備維護與保養作業執行
2.廠務系統日常維修保養、異常緊急處理、系統維護與巡檢
3.配合執行上級交辦各項事宜
歡迎社會新鮮人,無經驗可
電子/電機/機械相關科系者佳",屏東縣,32000,35000,不拘,電機電子維護相關 冷凍空調相關 機械維護相關,高中、專科、大學,,,"Excel, Outlook, Word, 中文打字20~50","電機設備保養修護, 機務維修保養, 機械產品故障排除檢修, 負責空調和機電設備系統異常處理",
0,電子、電機工程人員(屏東),潤泰精密材料股份有限公司,2023/01/30,"1.現場設備修護
2.熟電子/電機/機電工作。 
",屏東縣,28000,40000,2年以上,電機電子工程相關,高中、專科、大學,,,,,"1.具電子/務修護相關經驗
2.會看圖面
"
0,"美編專員(月薪 30,000元 ~ 38,000元)",家田企業有限公司,2023/01/30,"1.熟電商產品介紹設計排版
2.熟網路社群行銷、美編、管理
3.熟PS影像處理、AI平面設計
4.視覺及活動製作物設計
5.熟平面影像處理數位合成、
6.熟印前作業、商攝。
7.投遞履歷時請附上作品集，提供我們參考
上班時段日班、08:00~17:30",屏東縣,30000,38000,1年以上,藝術商業設計 市場行銷相關,專科以上,,,,,"熟photoshop、illustrator、indesign 
相關科系畢業，有實務經驗，面試時請攜帶作品。 
●需有相關工作實務經驗。 
●履歷請附上作品集(電子檔)及個人照片。 
﹣希望個人特質﹣ 
● 請能精準表達自己的設計理念，我們也願意採用您的設計讓您發揮。 
● 對食品、包裝、網購有興趣，可以經營自己的設計風格。 
"
0,"電商美編人員(月薪 30,000元 ~ 38,000元)",家田企業有限公司,2023/01/30,"工作職務內容﹣ 
1.熟電商產品介紹設計排版
2.熟網路社群行銷、美編、管理
3.熟PS影像處理、AI平面設計
4.視覺及活動製作物設計
5.熟平面影像處理數位合成
6.熟印前製程
7.投遞履歷時請附上作品集，提供我們參考

",屏東縣,30000,38000,1年以上,藝術商業設計 市場行銷相關,專科以上,,,,,"熟photoshop、illustrator、indesign 
相關科系畢業，有實務經驗，面試時請攜帶作品。 
●需有相關工作實務經驗。 
●履歷請附上作品集(電子檔)及個人照片。 
﹣希望個人特質﹣ 
● 請能精準表達自己的設計理念，我們也願意採用您的設計讓您發揮。 
● 對食品、包裝、網購有興趣，可以經營自己的設計風格。 
"
0,藥師助理-里港店,寶慷藥局,2023/01/31,"1. 協助賣場營養品、美妝品、婦嬰用品之銷售。
2. 分擔藥師藥局業務。
3. 提供民眾得到正確的用藥常識或基本衛教知識。
4. 整理相關申報之業務。",屏東縣,26500,50000,不拘,,專科以上,,台語:略懂,,"櫃檯門市接待與需求服務, 產品介紹及解說銷售",
0,包裝作業員(屏東),農生企業股份有限公司,2023/02/02,"1.肉品分級，過磅
2.產品組裝、檢驗、肉品包裝出貨等作業。
3.與其他作業員進行協調，以符合生產及程序標準。
4.低溫工作(約15度左右)
5.會拿菜刀者佳。
6.清洗肉品及整修肉品
7.需久站
8.主管交辦事項。
",屏東縣,26400,26400,不拘,,高中以下、高中、專科、大學,,,,貨品包裝作業,"加班機會多,尤其適合二度就業."
0,資訊工程助理,工巧明智能企業有限公司,2023/02/03,"會 Unity與Visual Studio VB、C# 優先。

1、使用Unity 建置 元VB編輯的系統，要使用Unity 的特性完成系統畫面優化。
2、協助編輯 公司的系統 (VB語言)。
3、其他程式、系統相關作業。",屏東縣,33000,40000,不拘,工程學科類 工業技藝及機械學科類 商業及管理學科類,高中以上,英文:聽 /略懂、說 /略懂、讀 /略懂、寫 /中等,台語:中等,"Visual Basic, Visual Basic .net, Visual C#, Visual Studio, Unity3D, C#, ASP.NET, Visual Studio .net","軟體程式設計, 結構化程式設計, 網路程式設計, 模組化系統設計",
0,里港廠業務助理,喬鎧興業有限公司,2023/02/03,"1.輸入、處理與追蹤客戶的訂單、工單、詢價與報價單，並將客戶資料存檔備份。 

2.與客戶之間保持良好互動，協助客戶解決問題並回覆，隨時追蹤與確認交貨期。 

3.負責電話接聽、來訪廠商與客戶接待，且需提供業務最新資訊與後續文書處理。 

4.建立、記錄與更新相關產品資訊、客戶資料（如：客戶基本資料、聯繫記錄、客訴內容、訂購明細等...）。 

5.需熟悉工作相關設備與軟體之基本操作，如：正航系統、影印機、發票機、Word、Excel等。 

6.定期製作內部相關報表(如：產品銷售統計表、業務績效表等...)，以利主管可有效掌握最新狀況。 

7.定期維護工作區域環境清潔(包括：硬體設備、公共區域等)，以確保符合工作安全規章。 

8.完成主管交辦相關事項，並主動回報與對應相關部門進行溝通。",屏東縣,28000,9999999,2年以上,,專科、大學,英文:聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,台語:略懂,"Windows XP, Windows 7, Excel, Word, Adobe Photoshop, PhotoImpact, 正航",,"工作技能：
文書處理與排版
文件或檔案資料處理、轉換與整合
檔案調出、收回、催還、整理及上架
文件管理中心建立與維護
規劃、組織、指導及協調內部行政作業
提供解說或咨詢服務
文件收發與檔案管理能力
行政事務處理能力
電話接聽與人員接待
協調與安排各類型會議

附加條件：
具有相關工作經驗者將優先篩選
smart,family,passionate,lively,outgoing and active"
0,針車人員,喬鎧興業有限公司,2023/02/03,"1.紡織品、毛皮及皮革成衣之單針或多針縫製 

2.衣物、服飾品繡花機之操作及監控，以完成訂單的需求",屏東縣,0,0,不拘,,高中以下、高中、專科、大學,,,,,
0,集蛋作業員,鈞育畜產股份有限公司,2023/01/31,"1.雞蛋分類包裝。 
2.協助現場進出貨。
3.維護環境整潔 。
4.完成主管交辦事項。
",屏東縣,28400,28400,不拘,,不拘,,,,,
