,job_name,cust_name,appear_date,job_detail,address_area,salary_min,salary_max,work_exp,major,edu,language,localLanguage,specialty,skill,other
0,門市正職銷售專員(金門縣金寧鄉),全國電子股份有限公司,2023/02/02,"★面試地點 : 台北市南港區
★錄取後需能配合先在台北地區門市報到上班，待金門店開幕再調回金門
★金門店預計2023年第二季開幕
--------------------------------------
*底薪+獎金制*
1.電器、家電、3C資訊等產品銷售，提供顧客商品諮詢。
(公司提供商品專業知識相關的教育訓練)
2.門店管理、主管交辦事項。
3.收銀帳務作業。
4.上班時段11:00 ~ 22:00 (一班制，無輪班)。
5.分配門市以距離住家騎機車30~40分鐘以內門市為主。",金門縣,26400,35000,不拘,,高中、專科、大學,,,,,"1.具備家電3C商品銷售或服務業經驗者佳，無經驗亦可。
2.需能配合門市排班排假。
3.分配門市以距離住家騎機車30~40分鐘以內門市為主。
4.自備機車尤佳。"
0,電台維修工程人員-金門(需有電台機器維修工程2年以上經驗/需輪派台南),金馬之聲廣播電台股份有限公司,2023/01/31,"1. 發射機設備維修維護、電台電機設備維修維護、機械電子產品的使用與維修、網路電話連線故障排除，需2年以上相關經驗
2. 從事電台機器維修,電子相關設備維護管理,操作電台系統與電腦維修 
3.每月需輪派金門電台(金門縣金寧鄉伯玉路一段240巷11號)與台南市北區辦公室駐站各15天,金門有免費提供住宿（有冷氣），台南無提供住宿
4.有年終獎金,三節獎金

不需成音師、錄音師、音響師、配音師、音效師

外派說明：需外派，每月需輪派金門電台(金門縣金寧鄉伯玉路一段240巷11號)與台南市北區辦公室駐站各15天,金門有免費提供住宿（有冷氣），台南無提供住宿
",金門縣,35000,9999999,2年以上,電機電子工程相關 機械工程相關,專科以上,,台語:略懂,"Excel, Word",,"具備機車&汽車駕照
作業系統：WINDOWS"
0,社工人員(金門金湖托育資源中心)--預計2月初到職,中華青年公共事務倡議協會,2023/02/01,"※需社工相關科系畢業，具社工師應考資格者※

1.使用者申訴事件處理、中心危機事件（災害、兒少保、事故、早療）轉介處理。
2.志工招募、訓練與管理。
3.社區資源連結與開發（含資源盤點調查）。
4.規劃並辦理社區宣導。
5.協助辦理親職、親子、衛教等講座宣導活動。
6.協助辦理外展巡迴活動，準備教玩具及各項書籍。
7.協助每日閉館後之教玩具清消。
8.服務相關數據分析工作。
9.完成主持人交辦之計畫相關任務。

",金門縣,34916,34916,不拘,社會學相關 心理學相關 學前教育相關,大學以上,,,"Word, Adobe Photoshop","報表彙整與管理, 校內環境美化與佈置, 規劃與執行教學活動","※注意事項：
1、館內服務包含外展車巡迴宣導，需備汽車駕照，常上路者為佳。
2、每年需完成18小時之在職訓練。
3、因接觸嬰幼兒，如錄取後，須提供三個月內符合標準之體檢報告、良民證。
4、每周一為公休日，其餘休假須配合排假。
5、到職後須取得CPR證照。



※福利待遇：
(1) 享勞保、健保、提撥勞退準備金。
(2) 視考核績效發給1.5 個月年終獎金(限12/31前仍在職者)。"
0,行政人員（無經驗可）,宜勤廣告有限公司,2023/01/22,"「行政人員」主要需具備耐心細心、樂觀積極、正向並且善於溝通。

▲行政人員主要負責事項：
1.基本支出收入登錄。
2.負責一般文書資料處理及歸檔工作。
3.處理庶務性行政工作（點心、文具用品採買）。
4.辦公室環境之清潔與維護。
5.主管交辦事項。

▲工作條件：
1.學習能力與學習熱情。
2.公司提供Macbook，使用MAC系統（可學習）。
3.約聘（一年）

▲福利：
 ✪氣泡水、現磨咖啡機、辦公室飲料、零食免費供應。
✪每月聚餐
✪聚餐/慶功宴
✪固定課程，可依需求自行報名參加（籌備中）。

▲人身保障：
✪勞保、健保、勞退。
✪團體保險。

▲專業提升：
✪NAS系統雲端空間、Asana任務溝通系統。
✪採用正版軟體，購置合法影音圖庫素材，完善的基礎工作支援。

▲多元獎金：
✪表現優異獎金。
✪貢獻獎金。

▲其他：
✪器材租用優惠。
✪免費送洗鞋子（不定期）。
✪國內外員工旅遊（籌備中）。

我們認為徵才是平等的，我們花很多時間選擇合適的成員，同時我們也知道你也是花很多時間研究，想找到適合自己的公司，因此我們儘可能提供比一般徵才文更完整的資訊，如果你有興趣還可以參考以下資訊更瞭解我們。

公司網站：
https://www.echidesign.com

公司FB、IG：
https://www.facebook.com/EChiDesign
https://www.instagram.com/echidesign/

公司相關新聞報導：
台金餐車大匯集！金門官澳灣口「月灣市集」 吃美食玩一波
https://news.ltn.com.tw/news/life/breakingnews/4016229

看見金門之美 「寧之歌」打造島嶼療癒觀光
https://www.chinatimes.com/realtimenews/20210924002619-260421?chdtv

金門首本易讀版手冊設計發表
https://www.kmdn.gov.tw/1117/1271/1272/339016/

行銷金門老人整合門診-楊鎮浯反串拍短片
https://tw.news.yahoo.com/news/行銷金門老人整合門診-楊鎮浯反串拍短片-笑-果十足-105419566.html",金門縣,28000,32000,不拘,,高中以上,,,,"文件收發與檔案管理, 文書處理╱排版能力, 行政事務處理, 電話接聽與人員接待事項, 文件或資料輸入建檔處理",
0,金門約聘key in 員,勤崴國際科技股份有限公司,2023/01/31,"1.文件分類清點
2.key in打字
3.屬性填寫建檔
4.其他主管交辦事項",金門縣,26400,27400,不拘,,高中、專科、大學,,,"Excel, Word, 中文打字50~75",,"預計工作時間:約聘期間半年。
工作待遇:約聘月薪26,400，每月全勤另加1,000。"
0,文檔管理專員,亞德資訊有限公司,2023/01/30,"文件拆卷
文件掃描
文件登錄
文件校對

具備耐心, 細心, 抗壓, 工作地點為金門縣金城鎮金山路21號, 本職務為專案性質
",金門縣,27000,28000,不拘,,高中以上,,,,"文件收發與檔案管理, 報表彙整與管理, 文件或資料輸入建檔處理, 文件檔案資料處理、轉換及整合工作","具備耐心, 細心, 抗壓, 工作地點為金門縣金城鎮金山路21號, 本職務為專案性質"
0,工務特助專員,宏泰不動產建設有限公司,2023/02/01,"1.土開至完工交屋相關事務 

2.協調工程進行相關事務 

3.與現場施作廠商協商，確定施工計畫、水準及程序 

4.轉達施工要領，矯正不良施工，並協助解釋施工規範問題 

5.現場安衛執行及查核 

6.監督工程使其符合設計規格及工料標準 

7.工地品管計畫之擬定，實施及修正 

8.主管交辦事項

歡迎
所有求職者",金門縣,38000,9999999,2年以上,,高中以上,,,,,"需管理人數 10 人以下

休假制度： 排休"
0,房務人員,優質民宿,2023/02/03,"1. 處理房間安排事宜，如：進房、退房等。
2. 提供當地旅遊諮詢，並協助安排旅行計畫、交通工具租用、接送等事宜。
3. 接待客人，並提供相關服務（如：行李運送、車輛引導、泊車、開正門）。
4. 負責客房內清潔整理、倒垃圾、換床單、鋪床，以及各樓層公共區域之清潔維護。",金門縣,28000,9999999,不拘,,不拘,,,,"櫃檯門市接待與需求服務, 協助家務處理",
