,job_name,cust_name,appear_date,job_detail,address_area,salary_min,salary_max,work_exp,major,edu,language,localLanguage,specialty,skill,other
0,車用產品 PCB layout工程師,和正豐光電股份有限公司,2023/02/04,"熟LED警示燈線路設計者優先錄用. 
**警示燈、車燈、照明產品設計開發**
1.LED燈類 電子設計、PCB Layout佈線繪製、電路設計
2.開發問題分析與改善
3.開發過程與供應商問題協調與改善
4.主管交辦事項。",台南市,30000,45000,2年以上,,專科、大學、碩士,,,,,"具車燈、警示燈 機構'電子電路'設計經驗尤佳
熟3D建模
具電路設計 或 PCB Layout 經驗者
可獨立作業"
0,車用產品 研發工程師 (電子),和正豐光電股份有限公司,2023/02/04,"熟LED警示燈線路設計者優先錄用. 
熟SAE/ECE光學法規者優先錄用. 
熟PCB LAYOUT軟體設計者優先錄用.
**警示燈、車燈、照明產品設計開發(電子電路設計工程師)(機構光學工程師)**
1.LED燈類 電子設計、光學機構設計、PCB Layout佈線繪製、電路設計
2.專案管理經驗跟車廠對應經驗
4.開發問題分析與改善
5.開發過程與供應商問題協調與改善",台南市,30000,45000,2年以上,,專科、大學、碩士,,,,,"具車燈、警示燈 機構'電子電路'設計經驗尤佳
熟3D建模
具電路設計 或 PCB Layout 經驗者
可獨立作業"
0,(南處)寵物門市銷售人員-麻豆興中店(月薪28K以上，獎金另計）,東森寵物雲股份有限公司,2023/02/03,"東森寵物目前為台灣大寵物實體連鎖通路，目前直營店120家店以上，為台灣最大直營寵物連鎖通路!! 
https://www.etipets.com/
https://shopping.etipets.com/

1.　寵物商品銷售與推薦建議
2.　提供顧客之接待與滿足顧客需求
3.　負責商品進貨入庫、銷售管理及庫存管理
4.　負責商品包裝、陳列及促銷品換檔工作
5.　依據SOP完成門市各項工作標準
6.　熱愛寵物
7.　個人單品銷售獎勵另計，平日加班與國定假日另計加班費
8.　願意配合公司新展店輪調",台南市,28000,40000,3年以上,,高中以上,,,,,具備機車駕照尤佳。
0,宅配司機《麻豆營業所》,台灣宅配通股份有限公司,2023/01/31,"【限時活動】
如您無職業小型車駕照，現正舉辦駕訓補助活動，最高補助100%。讓您職能與薪資UP~UP~ 活動詳情請洽面試主管。

【職務特色】
★配送、取件享運費抽成，送越多賺越多。
★猛獸級收入，要賺多少自己衝，底薪+運費抽成最高上限10萬元。
★當月達配送件數門檻，享高額保障薪。
★不需銷售，無業績壓力。
★宅配100％由內部訓練內部晉升。

【職務內容】
(1).負責宅配貨品收件、送件服務
(2).宅配貨物分理貨
(3).宅配代收貨款服務

",台南市,32000,65000,不拘,,高中、專科、大學,,台語:略懂,,,
0,機車宅配司機《麻豆營業所》,台灣宅配通股份有限公司,2023/01/31,"【職務特色】
★件件享運費抽成，送越多賺越多。
★不需銷售，無業績壓力。
★會騎摩托車即可輕鬆上手。
★宅配需求持續成長，裁員風險低。

【職務內容】
1.負責宅配小型貨品.文件收送服務
2.宅配貨物分理貨
3.宅配代收貨款服務
4.需具備普通重型機車駕照",台南市,26400,39000,不拘,,高中以上,,台語:略懂,,,
0,71.門市營業人員(台南市麻豆區),大同綜合訊電股份有限公司,2023/01/31,"1. 介紹及銷售家電商品
2. 顧客接待與諮詢服務 
3. 門市商品陳列設計
4. 配合門市營業時間排班排休
※儲備期間為固定薪，待正式派任後，薪資為變動薪(依業績表現)",台南市,28000,40000,1年以上,,高中、專科、大學,,,,,歡迎二度就業
0,(台南)表面技術製程工程師,旗勝科技股份有限公司,2023/01/30,"1.製程參數設定與ISO文件建立
2.工程能力提升與不良率低減改善
3.客戶訴怨協力分析與改善
4.年度專案推進",台南市,33000,60000,不拘,工程學科類 工業技藝及機械學科類 自然科學學科類,大學、碩士,英文:聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,,,,
0,物料管理人員,和全豐光電股份有限公司_Bueno旗下光學事業群,2023/01/30,"1. ERP系統作業物料管理與盤點
2. 收發物料清點作業
3. 協助生管、現場作業人員領料作業
4. 一般文書作業
5. 其他主管交辦事項",台南市,26400,32000,1年以上,機械工程相關,大學,,,"Excel, Word, 鼎新",,"1. 熟悉鼎新ERP系統者佳，無經驗可
2. 具備堆高機駕駛執照者佳
3. 具耐心、細心、條理清晰特質，熟悉Word、Excel軟體"
0,3.5噸貨車司機,和全豐光電股份有限公司_Bueno旗下光學事業群,2023/01/30,"1..包裝機台及運送機台
2.駕駛貨車3.5噸，運送貨物並保護貨物的完整
3.將貨品送到客戶手中，並請客戶進行簽收
4.維持車況、車內外整潔
5.空閒時協助倉庫整理、協助廠區事務
6.細心負責、無不良嗜好
7.可配合加班
8.執行主管交辦事務",台南市,0,0,1年以上,,高中、專科、大學,,,,運輸路線規劃管理,
0,AOI 機器視覺 研發工程師,和全豐光電股份有限公司_Bueno旗下光學事業群,2023/01/30,"1. 光學2D/3D影像量測、瑕疵檢測程式開發。
2. 光路規劃及影像演算法開發。
3. AOI自動化設備整合、開發。
4. UI、UX、演算法與介面整合。",台南市,35000,75000,1年以上,光電工程相關 電機電子工程相關 資訊工程相關,大學、碩士,英文:聽 /中等、說 /中等、讀 /中等、寫 /中等,,"C, C#, C++, Matlab, Python",,"1. 接觸過線性馬達、螺桿…等，自動化控制元件相關程式撰寫佳。
2. 具UI、UX等介面設計經驗 ( WPF、windowsForm…等 ) 。
3. 具影像2D尺寸量測、3D影像重建、瑕疵檢測、物件偵測與辨識…等影像處理相關經驗佳。
4. 熟悉軟體開發週期與流程。
5. 熟悉光學元件及光路規劃佳。
6. 熟悉影像處理套件（如：OpenCV、Halcon、emgucv）"
