,job_name,cust_name,appear_date,job_detail,address_area,salary_min,salary_max,work_exp,major,edu,language,localLanguage,specialty,skill,other
0,太平區-日班保全人員**薪資39000起**,御境保全股份有限公司,2023/02/04,"1. 巡邏建築物與周遭環境，確保門窗安全。
2. 回應警報器並且調查引起警鈴的原因。
3. 由監視器畫面監看出入份子，以確保建築物安全
4. 提供客戶全方位的大樓綜合管理服務，如：收發信件",台中市,39000,40000,不拘,,高中以上,,,,,
0,會計,立全實業有限公司,2023/02/04,"1. 辦理銀行現金存款、提款、匯款、轉帳作業。
2. 執行一般現金收付作業。
3. 核對儲存現金與記錄是否相符合。
4. 管理零用金異動及撥補作業。
5. 製作出納科目餘額表、收款日報表、銀行存款收支日報表、信明細表等。
6. 完成例行付款開票及電子支付作業。
7. 收發、記錄及彙整交易產生之原始憑證 ，並登錄至會計系統製作傳票。
8. 審核有關各項費用支付之發票、單據及帳務處理。
9. 處理廠商貨款或費用等應付款項帳務。
10. 處理客戶應收款項帳務。
11. 處理其他一般會計帳務。
12. 申報營業稅、營所稅等各項稅務。
13. 總分類帳及帳冊記錄及憑證之登載、核算及保管。
14. 負責公司外帳之查核及登帳、結帳整理及稅務申報。
15. 配合財報需要，備妥查帳準備資料。
16. 制作損益表與資產負債表
",台中市,29000,32000,5年以上,專業科目教育相關,不拘,,,,"行政事務處理, 財務報表製作, 會計核算和帳務處理",
0,太平區日、夜班保全***月薪38000起***,御境保全股份有限公司,2023/02/04,"1. 維持住戶公共安全及設施，消除火災、竊盜或其他危險。
2. 提供照明、取暖、空氣調節及通風設備等特殊服務。
3. 接應訪客。
4. 電腦系統收發文件。
",台中市,38000,9999999,不拘,,高中以上,,,,,
0,太平、北屯區夜班機動保全-月薪40000,御境保全股份有限公司,2023/02/04,"1. 訪客廠商過濾及登記換證作業。
2. 負責社區門禁、車輛進出引導與管制。
3. 現場緊急事件回報與處置。
4. 包裹與掛號之收送。
5. 每日勤務紀錄簿登記。
6. 無前科不良紀錄，會電腦，品行端正，無不良嗜好者優先錄用。
",台中市,38000,40000,不拘,,高中以上,,,,,
0,電商美編設計,成笙貿易有限公司,2023/02/04,"電商平台商品圖文編排設計
賣場視覺規劃
活動販促Banner設計
文宣印刷品設計、規劃
商品銷量追蹤、各平台管理",台中市,28000,33000,1年以上,,專科,,,"Adobe Photoshop, Illustrator","廣告企劃案╱文案撰寫, 社群媒體經營管理, 視覺設計相關知識, 網路活動規劃與執行",
0,【電商/網拍/蝦皮】倉管/倉庫管理人員/倉儲人員/包貨理貨人員/需搬貨1/30 更新,孫氏國際貿易有限公司,2023/02/03,"【電商/網拍】倉管人員/包貨人員



穩定的升遷加薪制度 越認真越努力的員工回饋更高!!!
職位發展性良 工作能力好者 可升到主管位階


前三個月為試用期，基本含全勤餐費29k起，

**有倉管經驗者試用期後基本32k含全勤餐費+倉儲額外獎金依能力及效率調整薪資。


** *無倉管經驗者試用期後依照個人能力調薪，最低基本含全勤餐費31k起+ 倉儲額外獎金

正職倉管人員經常性薪資底薪+獎金  差不多35k


【工作基本內容】
1.商品整理與庫存盤點/檢查/理貨/歸位上架進貨（需搬重物非常態性會一起搬商品有輕重)
2.負責進貨檢驗（進出貨時確實清點數量核對正確）進貨入庫、庫存維護。
3.依照平台訂單確實撿貨、品檢、包裝、裝箱、出貨 。
4.平台撿貨單列印整理。
5.具高度細心與耐心，善於與人溝通者。
6.其他主管臨時交辦雜事。
7.優化倉儲環境，動線規劃。
8.偶而開公司車需要有駕照（自排）協助至超商寄件。
9.平時常網拍購物，對電商很有興趣，有上進心認真想來學習。
10.維護工作整體環境整潔，其他倉儲．出貨相關作業。
11.依照安全庫存量進行採購。


【個人特質訴求】
1. 我們重視團隊之間合作與互動，互相成長。
2. 活潑開朗的個性，良好的溝通EQ不能太低，有邏輯性，要有解決問題之態度。
3.有上進心、責任心、守時、有熱忱。
4. 對於電商領域，態度積極且熱情。
5. 注重個人禮節，說話禮貌。
6. 抗壓性不能太低，能接受挫折與指責。
7. 對公司交辦任務，能努力達成。
8.有相關執行經驗者佳。
9.具備良好的情緒管理、溝通能力，配合常態性加班(購物節、促銷日) 有加班費。
10.如果想短暫嘗試心態，請勿投履歷。


【公司福利與獎金】
1.依照勞基法享有勞健保、勞退。
2.公司三節獎金、年終獎金、績效獎金、倉儲人員額外補貼獎金、全勤獎金、伙食補助。
3.日後依工作績效調薪
4.點心零食櫃、飲料冰箱（穩定供應）



【工作時間】
• 09:00-18:00（中午休息一小時）
• 週休二日制
• 見紅正常休
• 配合常態性加班(購物節、促銷日) 有加班費。



• 前三個月為試用期，基本含全勤餐費29k起，
有倉管經驗者試用期後基本32k含全勤餐費+倉儲額外獎金
依能力及效率調整薪資。



【工作地點】:台中市太平區翔順路一段31號



【公司理念】
我們是年輕人組成的團隊，沒有大公司的嚴肅秩序，講求靈活、變通，工作環境氣氛輕鬆，相互配合一同成長。
熱情、誠信、負責、專業、創新永續經營回饋給社會大眾。
目前主要運營蝦皮平台，有興趣的朋友歡迎加入我們一起成長。


※此地點為室內 場內場外皆〝禁菸〝，有此習慣者請勿投遞 no",台中市,33000,60000,不拘,,大學以上,,,"Excel, 鼎新","倉庫貨物標示╱置放╱盤點, 倉管流程訂定與管理, 倉儲系統維護與管理, 庫存管理規劃作業, 貨品包裝作業, 商品收貨╱退貨作業, 理貨╱揀貨╱補貨作業",
0,【電商/網拍/蝦皮】倉管/倉庫管理主管/倉儲人員/包貨人員/需搬貨 1/30 更新,孫氏國際貿易有限公司,2023/02/03,"【電商/網拍】倉管人員/包貨人員(此職務必須要有倉管經驗)



穩定的升遷加薪制度 越認真越努力的員工回饋更高!!!
職位發展性良 工作能力好者 可升到主管位階


前三個月為試用期，基本含全勤餐費29k起，

**有倉管經驗者試用期後基本35k含全勤餐費+倉儲額外獎金依能力及效率調整薪資。






【工作基本內容】
1. 有電商倉管主管經驗
有操作過且熟悉ERP、進銷存等系統(鼎新、天心、正航、SAP...等)具備良好的邏輯能力,熟悉電商及實體庫存流程及應用
2.監控及優化倉管制度其他倉儲出貨相關作業、流程制定與規章制度。
3. 改善現存倉管問題，維護工作整體環境整潔以提升營運效益。
4. 督導倉儲及人員管理。
5. 熟悉進退貨商品清點作業（進出貨時確實清點數量核對正確）進貨入庫、庫存維護。
6. 熟悉驗貨、理貨、揀貨、盤點上架進貨（需搬重物非常態性會一起搬商品有輕重)
7. 執行作業區環境整理、清潔維護作業。
8. 管理與監督物流檔案，並負責倉儲系統各項資訊之即時更新與維護。 
9. 具有協調能力，能與同仁適時的溝通，促使公司發展更完備。
10.平台撿貨單列印整理。
11.其他主管臨時交辦雜事。
12.依照安全庫存量進行採購。






【個人特質訴求】
1. 我們重視團隊之間合作與互動，互相成長。
2. 活潑開朗的個性，良好的溝通EQ不能太低，有邏輯性，要有解決問題之態度。
3.有上進心、責任心、守時、有熱忱。
4. 對於電商領域，態度積極且熱情。
5. 注重個人禮節，說話禮貌。
6. 抗壓性不能太低，能接受挫折與指責。
7. 對公司交辦任務，能努力達成。
8.有相關執行經驗者佳。
9.具備良好的情緒管理、溝通能力，配合常態性加班(購物節、促銷日) 有加班費按照勞基法。
10.如果想短暫嘗試心態，請勿投履歷。
11.具高度細心與耐心，善於與人溝通者。



【公司福利與獎金】
1.依照勞基法享有勞健保、勞退。
2.公司三節獎金、年終獎金、績效獎金、倉儲人員額外補貼獎金、全勤獎金、伙食補助。
3.日後依工作績效調薪
4.點心零食櫃、飲料冰箱（穩定供應）


【工作時間】
• 09:00-18:00（中午休息一小時）
• 週休二日制
• 見紅正常休
• 配合常態性加班(購物節、促銷日) 有加班費。





【工作地點】:台中市太平區翔順路一段31號



【公司理念】
我們是年輕人組成的團隊，沒有大公司的嚴肅秩序，講求靈活、變通，工作環境氣氛輕鬆，相互配合一同成長。
熱情、誠信、負責、專業、創新永續經營回饋給社會大眾。
目前主要運營蝦皮平台，有興趣的朋友歡迎加入我們一起成長。


※此地點為室內 場內場外皆〝禁菸〝，有此習慣者請勿投遞 no",台中市,35000,60000,不拘,,大學以上,,,"Excel, 鼎新","倉庫貨物標示╱置放╱盤點, 倉管流程訂定與管理, 倉儲系統維護與管理, 庫存管理規劃作業, 貨品包裝作業, 商品收貨╱退貨作業, 理貨╱揀貨╱補貨作業",
0,CNC銑床加工作業員,台灣博邁立鋮股份有限公司-台中分公司,2023/02/03,"台灣日立金屬 　太平產業園區　工具鋼工廠
(位於園區一路21號, 2020年10月正式稼動)

台灣日立金屬股份有限公司台中分公司為日立金屬株式會社100%投資子公司，提供各種模具用途之高性能特殊鋼材在庫銷售，加工（切斷、切削、精磨），熱處理、表面處理及技術服務,擁有最完善快速且穩定的商品供應體制。公司位於台中太平產業園區,鄰近台灣國內金屬模具加工產業聚落, 地理位置優越,交通方便,充分發揮物流優勢,為客戶提供快捷優質服務,滿足客戶端各項鋼材需求。",台中市,35000,9999999,5年以上,,高中、專科、大學,,,,"CNC加工機及相關機械操作, 準備及操作車床／銑床, 操作控制及故障排除","1.有3噸以上固定式起重機執照(天車證照)者
2.有CNC銑床與切斷機操作經驗者佳
3.夜校生可


"
0,CNC銑床機械作業員(日班),伸欣精密有限公司,2023/02/03,"CNC機台操作及上下料，完成品尺寸量測。
主管交辦工作，需配合加班。
歡迎想學一技之長，工作夥伴一起努力。
",台中市,28000,32000,1年以上,,高中、專科、大學,,,,"CNC加工機及相關機械操作, 準備及操作車床／銑床",
0,PCB板插件作業員,哲意電子有限公司,2023/02/03,"男女不拘、無經驗可，夜校生可
享勞健保，伙食津貼
國內外旅遊，定期聚餐，勞動節/中秋節禮品
特休假、休假比照公家機關",台中市,26400,9999999,不拘,,不拘,,,,,
